url,favs_lognorm
https://habrahabr.ru/post/314080/,0.42558594022222185
https://habrahabr.ru/company/plesk/blog/313732/,-1.07542855877808
https://habrahabr.ru/company/etagi/blog/314000/,0.6637898995921808
https://habrahabr.ru/company/knopka/blog/314030/,0.517800082699129
https://geektimes.ru/company/audiomania/blog/282058/,1.1471239339513388
https://habrahabr.ru/company/pechkin/blog/314066/,0.2695701942787724
https://habrahabr.ru/company/first/blog/314106/,0.5402200165933653
https://habrahabr.ru/company/vasexperts/blog/313558/,0.24145867633630785
https://habrahabr.ru/post/314108/,1.6615463561310695
https://habrahabr.ru/company/cbs/blog/313830/,0.24701075131954237
https://habrahabr.ru/company/jugru/blog/313908/,0.22543178280135506
https://habrahabr.ru/post/314110/,0.3623795969488528
https://habrahabr.ru/company/pt/blog/314112/,0.01776414791917409
https://habrahabr.ru/company/solarsecurity/blog/312056/,0.07377385607529394
https://habrahabr.ru/post/314114/,0.7954600622484038
https://habrahabr.ru/post/314118/,1.3191796925652137
https://habrahabr.ru/post/314122/,0.5198066512790273
https://geektimes.ru/company/dadget/blog/281786/,0.13064455524031554
https://habrahabr.ru/company/kickidler/blog/314042/,-0.44424806496850133
https://habrahabr.ru/company/it-grad/blog/312042/,-0.1091202415453953
https://habrahabr.ru/company/1cloud/blog/314022/,-0.2468137219457135
https://habrahabr.ru/post/314126/,-0.6530418906683373
https://habrahabr.ru/post/313966/,0.4456178890657371
https://habrahabr.ru/company/piter/blog/314120/,0.4605633841965146
https://geektimes.ru/post/282094/,0.14553357541759931
https://habrahabr.ru/company/regionsoft/blog/314130/,-0.33784277209505104
https://habrahabr.ru/company/ru_mts/blog/314134/,0.3697422582176202
https://habrahabr.ru/post/314028/,0.6575062782359846
https://habrahabr.ru/post/314136/,-0.15033054703775833
https://habrahabr.ru/post/313904/,0.2935712456357946
https://habrahabr.ru/post/314140/,0.5869087521596889
https://habrahabr.ru/company/acronis/blog/309688/,0.0010707679140021797
https://geektimes.ru/post/282096/,-0.408217529943346
https://habrahabr.ru/post/314142/,0.06099680823601399
https://habrahabr.ru/company/ivideon/blog/314138/,0.1931202624880603
https://geektimes.ru/post/282104/,0.33346630845976405
https://geektimes.ru/post/282102/,-0.29631560891508024
https://geektimes.ru/post/282016/,-0.0651045593489149
https://geektimes.ru/company/piter/blog/282106/,0.32545529281731367
https://habrahabr.ru/post/314150/,0.28274828141941694
https://habrahabr.ru/company/mailru/blog/313880/,1.270243381435881
https://geektimes.ru/company/comfortway/blog/282108/,-0.09528057083757925
https://habrahabr.ru/company/erlyvideo/blog/314146/,-0.18069437802712363
https://geektimes.ru/company/atlasbiomed/blog/282110/,0.30303057410847545
https://habrahabr.ru/company/npl/blog/314160/,0.085381445196565
https://habrahabr.ru/company/edison/blog/314094/,-0.22416017465608462
https://geektimes.ru/post/282112/,-0.5167627218665719
https://habrahabr.ru/company/ruvds/blog/314166/,0.4333531444221765
https://geektimes.ru/company/gearbest/blog/282114/,0.058601115141136535
https://habrahabr.ru/post/314172/,0.8739746863831361
https://geektimes.ru/post/282116/,0.47353371127531435
https://geektimes.ru/company/intel/blog/282026/,0.19397010504399725
https://habrahabr.ru/post/313776/,1.7758400682224003
https://habrahabr.ru/post/314174/,0.24011246619565663
https://geektimes.ru/post/282118/,1.1059373891939084
https://geektimes.ru/post/282122/,0.5823631516835373
https://habrahabr.ru/company/FastVPS/blog/314178/,-0.47844876923023244
https://habrahabr.ru/post/314180/,0.5591870689065138
https://geektimes.ru/post/282446/,0.4348449697893039
https://habrahabr.ru/post/314184/,1.0123444694641768
https://habrahabr.ru/post/313954/,-0.6451947315856358
